plaque_immatriculation,origine,destination,date_heure_depart,duree_minutes,economie_co2_kg
VA-2024-005,Stade Olympique,Sousse Sud,2025-12-12 15:37:25,38,2.65
VA-2024-005,Place Farhat Hached,Stade Olympique,2025-12-13 10:34:25,15,0.67
VA-2024-005,Gare Ferroviaire,Sousse Sud,2025-12-13 22:26:25,17,1.44
VA-2024-005,Campus Universitaire,Stade Olympique,2025-12-13 17:12:25,28,0.54
VA-2024-005,Sousse Sud,Corniche,2025-12-13 14:12:25,34,1.84
VA-2024-005,Palais des Congrès,Sousse Nord,2025-12-13 09:41:25,11,2.75
VA-2024-005,Aéroport Monastir,Médina,2025-12-13 07:51:25,24,1.82
VA-2024-005,Gare Ferroviaire,Hôpital Universitaire,2025-12-13 09:59:25,44,1.14
VA-2024-005,Place Farhat Hached,Stade Olympique,2025-12-13 16:13:25,12,1.07
VA-2024-005,Zone Industrielle,Gare Ferroviaire,2025-12-13 09:45:25,26,0.91
VA-2024-005,Campus Universitaire,Médina,2025-12-13 06:49:25,48,3.23
VA-2024-006,Corniche,Aéroport Monastir,2025-11-13 17:28:25,47,1.93
VA-2024-006,Hôpital Universitaire,Centre Ville,2025-11-13 07:33:25,27,1.57
VA-2024-006,Corniche,Aéroport Monastir,2025-11-13 15:26:25,33,0.66
VA-2024-006,Sousse Sud,Aéroport Monastir,2025-11-13 09:57:25,45,4.17
VA-2024-006,Hôpital Universitaire,Stade Olympique,2025-11-13 11:55:25,35,0.54
VA-2024-006,Sousse Nord,Port de Sousse,2025-11-13 16:38:25,42,1.51
VA-2024-006,Campus Universitaire,Corniche,2025-11-14 20:03:25,41,1.55
VA-2024-006,Quartier Khezama,Place Farhat Hached,2025-11-14 06:58:25,34,2.96
VA-2024-006,Centre Ville,Port de Sousse,2025-11-14 07:32:25,33,2.42
VA-2024-006,Sousse Sud,Port de Sousse,2025-11-14 06:21:25,17,2.21
VA-2024-006,Gare Ferroviaire,Sousse Nord,2025-11-14 13:31:25,41,0.23
VA-2024-006,Sousse Sud,Place Farhat Hached,2025-11-14 10:57:25,36,2.55
VA-2024-006,Hôpital Universitaire,Campus Universitaire,2025-11-15 13:36:25,19,0.9
VA-2024-006,Palais des Congrès,Quartier Khezama,2025-11-15 17:11:25,18,3.17
VA-2024-006,Port de Sousse,Hôpital Universitaire,2025-11-15 09:39:25,30,1.04
VA-2024-006,Campus Universitaire,Port de Sousse,2025-11-15 07:16:25,50,2.38
VA-2024-006,Médina,Campus Universitaire,2025-11-15 21:22:25,12,3.68
VA-2024-006,Place Farhat Hached,Palais des Congrès,2025-11-15 09:31:25,23,2.05
VA-2024-006,Sousse Sud,Centre Ville,2025-11-15 11:34:25,22,0.45
VA-2024-006,Stade Olympique,Gare Ferroviaire,2025-11-16 16:01:25,14,0.35
VA-2024-006,Aéroport Monastir,Centre Ville,2025-11-16 07:41:25,20,1.58
VA-2024-006,Médina,Zone Industrielle,2025-11-16 09:36:25,37,2.53
VA-2024-006,Aéroport Monastir,Corniche,2025-11-16 13:17:25,49,2.07
VA-2024-006,Place Farhat Hached,Stade Olympique,2025-11-16 08:27:25,13,3.16
VA-2024-006,Gare Ferroviaire,Campus Universitaire,2025-11-17 16:10:25,39,0.29
VA-2024-006,Campus Universitaire,Centre Ville,2025-11-17 13:54:25,23,0.35
VA-2024-006,Corniche,Quartier Khezama,2025-11-17 12:09:25,26,2.59
VA-2024-006,Zone Industrielle,Stade Olympique,2025-11-17 22:52:25,39,2.66
VA-2024-006,Place Farhat Hached,Corniche,2025-11-17 15:55:25,29,2.74
VA-2024-006,Médina,Hôpital Universitaire,2025-11-17 11:46:25,23,0.93
VA-2024-006,Médina,Quartier Khezama,2025-11-17 16:06:25,31,3.14
VA-2024-006,Médina,Palais des Congrès,2025-11-17 08:45:25,50,2.39
VA-2024-006,Port de Sousse,Place Farhat Hached,2025-11-17 22:26:25,42,0.79
VA-2024-006,Sousse Sud,Aéroport Monastir,2025-11-17 22:08:25,20,3.03
VA-2024-006,Stade Olympique,Zone Industrielle,2025-11-17 21:03:25,29,4.17
VA-2024-006,Place Farhat Hached,Gare Ferroviaire,2025-11-17 17:53:25,37,3.09
VA-2024-006,Centre Ville,Place Farhat Hached,2025-11-18 22:30:25,33,1.05
VA-2024-006,Aéroport Monastir,Hôpital Universitaire,2025-11-18 18:20:25,21,1.9
VA-2024-006,Port de Sousse,Place Farhat Hached,2025-11-18 14:54:25,10,3.55
VA-2024-006,Corniche,Médina,2025-11-18 22:08:25,41,3.45
VA-2024-006,Sousse Sud,Corniche,2025-11-18 22:59:25,37,1.69
VA-2024-006,Port de Sousse,Aéroport Monastir,2025-11-18 20:33:25,50,3.38
VA-2024-006,Palais des Congrès,Corniche,2025-11-19 18:13:25,24,2.21
VA-2024-006,Campus Universitaire,Place Farhat Hached,2025-11-19 09:16:25,39,2.58
VA-2024-006,Place Farhat Hached,Gare Ferroviaire,2025-11-19 09:16:25,17,2.82
VA-2024-006,Aéroport Monastir,Zone Industrielle,2025-11-19 22:30:25,27,4.02
VA-2024-006,Gare Ferroviaire,Place Farhat Hached,2025-11-19 07:05:25,42,0.53
VA-2024-006,Port de Sousse,Stade Olympique,2025-11-19 18:51:25,39,1.25
VA-2024-006,Centre Ville,Sousse Nord,2025-11-19 15:37:25,47,2.33
VA-2024-006,Zone Industrielle,Campus Universitaire,2025-11-19 20:17:25,16,0.7
VA-2024-006,Aéroport Monastir,Médina,2025-11-20 18:57:25,32,0.93
VA-2024-006,Campus Universitaire,Port de Sousse,2025-11-20 14:22:25,14,3.67
VA-2024-006,Sousse Sud,Hôpital Universitaire,2025-11-20 18:48:25,26,3.7
VA-2024-006,Palais des Congrès,Stade Olympique,2025-11-20 15:38:25,19,1.47
VA-2024-006,Gare Ferroviaire,Stade Olympique,2025-11-20 06:09:25,10,1.34
VA-2024-006,Aéroport Monastir,Sousse Nord,2025-11-20 20:00:25,27,3.79
VA-2024-006,Sousse Sud,Aéroport Monastir,2025-11-20 14:42:25,12,0.44
VA-2024-006,Place Farhat Hached,Médina,2025-11-20 12:25:25,33,0.79
VA-2024-006,Aéroport Monastir,Stade Olympique,2025-11-21 06:57:25,12,0.76
VA-2024-006,Place Farhat Hached,Gare Ferroviaire,2025-11-21 17:25:25,35,1.25
VA-2024-006,Sousse Nord,Quartier Khezama,2025-11-21 20:55:25,38,3.74
VA-2024-006,Campus Universitaire,Port de Sousse,2025-11-21 21:21:25,31,2.74
VA-2024-006,Médina,Port de Sousse,2025-11-21 08:50:25,31,2.91
VA-2024-006,Palais des Congrès,Centre Ville,2025-11-21 20:41:25,30,2.62
VA-2024-006,Centre Ville,Sousse Nord,2025-11-21 20:44:25,27,3.27
VA-2024-006,Port de Sousse,Quartier Khezama,2025-11-21 08:37:25,16,2.34
VA-2024-006,Stade Olympique,Médina,2025-11-21 21:57:25,27,2.39
VA-2024-006,Port de Sousse,Palais des Congrès,2025-11-21 19:40:25,41,0.33
VA-2024-006,Port de Sousse,Sousse Sud,2025-11-21 10:30:25,29,3.39
VA-2024-006,Sousse Nord,Corniche,2025-11-21 13:03:25,31,1.06
VA-2024-006,Stade Olympique,Hôpital Universitaire,2025-11-22 19:21:25,32,2.74
VA-2024-006,Aéroport Monastir,Corniche,2025-11-22 08:43:25,11,0.47
VA-2024-006,Campus Universitaire,Corniche,2025-11-22 19:55:25,34,1.21
VA-2024-006,Port de Sousse,Stade Olympique,2025-11-22 20:59:25,16,0.59
VA-2024-006,Palais des Congrès,Campus Universitaire,2025-11-22 18:44:25,13,3.64
VA-2024-006,Sousse Sud,Médina,2025-11-22 07:54:25,49,0.75
VA-2024-006,Corniche,Gare Ferroviaire,2025-11-22 11:44:25,18,3.76
VA-2024-006,Sousse Nord,Stade Olympique,2025-11-22 18:28:25,23,0.55
VA-2024-006,Quartier Khezama,Corniche,2025-11-23 18:13:25,13,1.75
VA-2024-006,Corniche,Gare Ferroviaire,2025-11-23 11:27:25,35,2.99
VA-2024-006,Zone Industrielle,Port de Sousse,2025-11-23 15:19:25,35,1.8
VA-2024-006,Port de Sousse,Sousse Sud,2025-11-23 11:40:25,28,1.89
VA-2024-006,Stade Olympique,Médina,2025-11-23 16:16:25,32,2.64
VA-2024-006,Hôpital Universitaire,Sousse Sud,2025-11-24 14:32:25,14,1.71
VA-2024-006,Port de Sousse,Palais des Congrès,2025-11-24 06:52:25,13,1.15
VA-2024-006,Aéroport Monastir,Palais des Congrès,2025-11-24 09:48:25,35,1.48
VA-2024-006,Médina,Stade Olympique,2025-11-24 16:45:25,46,2.32
VA-2024-006,Sousse Nord,Centre Ville,2025-11-24 18:29:25,47,3.29
VA-2024-006,Sousse Sud,Campus Universitaire,2025-11-25 18:00:25,43,1.6
VA-2024-006,Hôpital Universitaire,Port de Sousse,2025-11-25 08:36:25,19,2.7
VA-2024-006,Aéroport Monastir,Gare Ferroviaire,2025-11-25 10:28:25,23,1.78
VA-2024-006,Hôpital Universitaire,Médina,2025-11-25 19:18:25,16,2.89
VA-2024-006,Aéroport Monastir,Campus Universitaire,2025-11-25 10:10:25,32,3.43
VA-2024-006,Corniche,Campus Universitaire,2025-11-25 12:57:25,32,2.13
VA-2024-006,Place Farhat Hached,Corniche,2025-11-25 15:25:25,41,3.52
VA-2024-006,Port de Sousse,Stade Olympique,2025-11-25 20:30:25,44,1.75
VA-2024-006,Port de Sousse,Médina,2025-11-25 15:43:25,23,3.02
VA-2024-006,Quartier Khezama,Campus Universitaire,2025-11-25 18:20:25,45,2.66
VA-2024-006,Centre Ville,Hôpital Universitaire,2025-11-26 21:18:25,43,0.84
VA-2024-006,Gare Ferroviaire,Sousse Sud,2025-11-26 18:44:25,27,1.74
VA-2024-006,Hôpital Universitaire,Aéroport Monastir,2025-11-26 14:51:25,29,0.93
VA-2024-006,Aéroport Monastir,Sousse Nord,2025-11-26 10:11:25,26,0.93
VA-2024-006,Corniche,Palais des Congrès,2025-11-26 13:44:25,20,1.87
VA-2024-006,Port de Sousse,Hôpital Universitaire,2025-11-26 13:05:25,44,1.26
VA-2024-006,Palais des Congrès,Campus Universitaire,2025-11-27 11:06:25,12,1.32
VA-2024-006,Hôpital Universitaire,Port de Sousse,2025-11-27 08:15:25,21,0.98
VA-2024-006,Port de Sousse,Centre Ville,2025-11-27 12:11:25,32,0.75
VA-2024-006,Zone Industrielle,Sousse Sud,2025-11-27 21:35:25,22,0.59
VA-2024-006,Palais des Congrès,Stade Olympique,2025-11-27 16:04:25,47,3.62
VA-2024-006,Sousse Nord,Place Farhat Hached,2025-11-27 18:31:25,25,0.72
VA-2024-006,Campus Universitaire,Centre Ville,2025-11-27 21:57:25,38,2.87
VA-2024-006,Zone Industrielle,Sousse Sud,2025-11-27 08:13:25,46,2.97
VA-2024-006,Sousse Sud,Hôpital Universitaire,2025-11-28 10:40:25,26,1.02
VA-2024-006,Hôpital Universitaire,Zone Industrielle,2025-11-28 19:17:25,22,2.45
VA-2024-006,Place Farhat Hached,Sousse Nord,2025-11-28 19:30:25,19,3.5
VA-2024-006,Corniche,Palais des Congrès,2025-11-28 22:55:25,25,0.23
VA-2024-006,Médina,Gare Ferroviaire,2025-11-28 19:11:25,26,2.83
VA-2024-006,Sousse Sud,Port de Sousse,2025-11-28 21:52:25,31,3.39
VA-2024-006,Place Farhat Hached,Centre Ville,2025-11-29 15:50:25,32,1.75
VA-2024-006,Médina,Centre Ville,2025-11-29 21:22:25,48,3.7
VA-2024-006,Place Farhat Hached,Palais des Congrès,2025-11-29 16:22:25,36,1.39
VA-2024-006,Médina,Hôpital Universitaire,2025-11-29 07:53:25,26,3.34
VA-2024-006,Quartier Khezama,Hôpital Universitaire,2025-11-29 06:59:25,33,1.68
VA-2024-006,Médina,Palais des Congrès,2025-11-29 15:56:25,37,2.35
VA-2024-006,Campus Universitaire,Place Farhat Hached,2025-11-29 11:44:25,36,0.9
VA-2024-006,Stade Olympique,Centre Ville,2025-11-29 21:07:25,23,2.84
VA-2024-006,Gare Ferroviaire,Palais des Congrès,2025-11-29 09:50:25,35,1.38
VA-2024-006,Palais des Congrès,Stade Olympique,2025-11-29 22:47:25,11,3.01
VA-2024-006,Stade Olympique,Hôpital Universitaire,2025-11-30 09:35:25,23,0.38
VA-2024-006,Sousse Nord,Zone Industrielle,2025-11-30 06:01:25,43,0.32
VA-2024-006,Sousse Nord,Stade Olympique,2025-11-30 11:59:25,13,3.34
VA-2024-006,Campus Universitaire,Aéroport Monastir,2025-11-30 09:34:25,36,2.28
VA-2024-006,Sousse Nord,Sousse Sud,2025-11-30 08:25:25,14,1.26
VA-2024-006,Hôpital Universitaire,Stade Olympique,2025-12-01 19:58:25,42,3.09
VA-2024-006,Place Farhat Hached,Quartier Khezama,2025-12-01 16:24:25,13,0.75
VA-2024-006,Port de Sousse,Aéroport Monastir,2025-12-01 19:15:25,22,1.42
VA-2024-006,Campus Universitaire,Sousse Sud,2025-12-01 13:55:25,45,2.95
VA-2024-006,Sousse Sud,Gare Ferroviaire,2025-12-01 22:42:25,14,2.02
VA-2024-006,Gare Ferroviaire,Quartier Khezama,2025-12-01 15:00:25,15,2.5
VA-2024-006,Corniche,Campus Universitaire,2025-12-01 10:32:25,34,0.93
VA-2024-006,Stade Olympique,Port de Sousse,2025-12-01 06:08:25,12,0.66
VA-2024-006,Palais des Congrès,Quartier Khezama,2025-12-01 22:36:25,13,2.78
VA-2024-006,Sousse Nord,Sousse Sud,2025-12-02 13:58:25,31,1.48
VA-2024-006,Sousse Nord,Centre Ville,2025-12-02 06:26:25,49,3.04
VA-2024-006,Gare Ferroviaire,Sousse Nord,2025-12-02 10:39:25,45,3.07
VA-2024-006,Port de Sousse,Sousse Nord,2025-12-02 22:18:25,10,3.8
VA-2024-006,Zone Industrielle,Corniche,2025-12-02 18:37:25,21,1.17
VA-2024-006,Centre Ville,Palais des Congrès,2025-12-02 21:18:25,33,2.22
VA-2024-006,Place Farhat Hached,Centre Ville,2025-12-02 20:11:25,33,1.84
VA-2024-006,Palais des Congrès,Médina,2025-12-02 20:37:25,44,2.81
VA-2024-006,Corniche,Médina,2025-12-02 20:21:25,28,1.67
VA-2024-006,Place Farhat Hached,Centre Ville,2025-12-02 19:10:25,40,0.65
VA-2024-006,Hôpital Universitaire,Palais des Congrès,2025-12-02 14:58:25,23,2.72
VA-2024-006,Sousse Sud,Corniche,2025-12-03 11:57:25,45,1.77
VA-2024-006,Sousse Nord,Sousse Sud,2025-12-03 19:52:25,48,1.87
VA-2024-006,Port de Sousse,Médina,2025-12-03 14:50:25,11,2.26
VA-2024-006,Stade Olympique,Corniche,2025-12-03 06:55:25,41,1.11
VA-2024-006,Stade Olympique,Gare Ferroviaire,2025-12-03 15:03:25,35,1.71
VA-2024-006,Port de Sousse,Sousse Nord,2025-12-03 12:45:25,24,2.74
VA-2024-006,Sousse Sud,Zone Industrielle,2025-12-03 20:04:25,14,3.81
VA-2024-006,Corniche,Gare Ferroviaire,2025-12-03 17:39:25,10,2.52
VA-2024-006,Médina,Zone Industrielle,2025-12-03 12:13:25,18,0.86
VA-2024-006,Sousse Nord,Zone Industrielle,2025-12-03 16:55:25,25,1.56
VA-2024-006,Corniche,Port de Sousse,2025-12-04 07:36:25,31,1.41
VA-2024-006,Sousse Nord,Aéroport Monastir,2025-12-04 07:47:25,46,2.83
VA-2024-006,Palais des Congrès,Place Farhat Hached,2025-12-04 19:53:25,41,1.24
VA-2024-006,Quartier Khezama,Aéroport Monastir,2025-12-04 15:35:25,50,3.29
VA-2024-006,Hôpital Universitaire,Zone Industrielle,2025-12-04 09:45:25,37,3.68
VA-2024-006,Place Farhat Hached,Hôpital Universitaire,2025-12-04 22:55:25,27,2.31
VA-2024-006,Sousse Nord,Palais des Congrès,2025-12-04 16:51:25,26,2.56
VA-2024-006,Zone Industrielle,Hôpital Universitaire,2025-12-04 13:24:25,11,1.4
VA-2024-006,Gare Ferroviaire,Sousse Sud,2025-12-05 06:39:25,34,2.56
VA-2024-006,Aéroport Monastir,Hôpital Universitaire,2025-12-05 07:05:25,26,3.61
VA-2024-006,Place Farhat Hached,Zone Industrielle,2025-12-05 14:11:25,18,1.09
VA-2024-006,Palais des Congrès,Centre Ville,2025-12-05 15:48:25,32,3.2
VA-2024-006,Place Farhat Hached,Corniche,2025-12-05 14:43:25,36,1.91
VA-2024-006,Place Farhat Hached,Quartier Khezama,2025-12-05 09:10:25,19,2.83
VA-2024-006,Stade Olympique,Hôpital Universitaire,2025-12-05 07:40:25,23,0.51
VA-2024-006,Médina,Corniche,2025-12-05 16:20:25,42,2.46
VA-2024-006,Centre Ville,Hôpital Universitaire,2025-12-05 07:35:25,14,2.36
VA-2024-006,Corniche,Quartier Khezama,2025-12-06 08:11:25,37,1.3
VA-2024-006,Aéroport Monastir,Sousse Nord,2025-12-06 09:05:25,29,0.46
VA-2024-006,Campus Universitaire,Palais des Congrès,2025-12-06 11:03:25,37,3.41
VA-2024-006,Place Farhat Hached,Palais des Congrès,2025-12-06 06:54:25,40,0.6
VA-2024-006,Centre Ville,Gare Ferroviaire,2025-12-06 20:30:25,21,3.83
VA-2024-006,Hôpital Universitaire,Campus Universitaire,2025-12-06 14:47:25,24,2.0
VA-2024-006,Place Farhat Hached,Stade Olympique,2025-12-06 17:54:25,42,1.55
VA-2024-006,Campus Universitaire,Palais des Congrès,2025-12-06 21:48:25,13,2.97
VA-2024-006,Quartier Khezama,Gare Ferroviaire,2025-12-07 21:59:25,19,1.41
VA-2024-006,Campus Universitaire,Sousse Sud,2025-12-07 12:09:25,41,4.03
VA-2024-006,Stade Olympique,Palais des Congrès,2025-12-07 20:30:25,34,0.98
VA-2024-006,Stade Olympique,Palais des Congrès,2025-12-07 07:49:25,31,2.07
VA-2024-006,Stade Olympique,Gare Ferroviaire,2025-12-07 19:08:25,17,1.11
VA-2024-006,Stade Olympique,Aéroport Monastir,2025-12-07 15:29:25,36,2.78
VA-2024-006,Hôpital Universitaire,Gare Ferroviaire,2025-12-07 20:22:25,35,1.82
VA-2024-006,Stade Olympique,Gare Ferroviaire,2025-12-07 12:35:25,28,2.6
VA-2024-006,Centre Ville,Sousse Sud,2025-12-07 19:34:25,38,2.1
VA-2024-006,Zone Industrielle,Place Farhat Hached,2025-12-08 06:54:25,30,0.89
VA-2024-006,Quartier Khezama,Palais des Congrès,2025-12-08 18:21:25,41,1.66
VA-2024-006,Centre Ville,Stade Olympique,2025-12-08 12:20:25,22,1.91
VA-2024-006,Stade Olympique,Sousse Sud,2025-12-08 18:29:25,50,3.03
VA-2024-006,Quartier Khezama,Stade Olympique,2025-12-08 07:36:25,18,1.98
VA-2024-006,Port de Sousse,Sousse Sud,2025-12-09 11:27:25,50,3.54
VA-2024-006,Centre Ville,Place Farhat Hached,2025-12-09 06:30:25,14,3.4
VA-2024-006,Corniche,Zone Industrielle,2025-12-09 20:48:25,33,1.18
VA-2024-006,Campus Universitaire,Zone Industrielle,2025-12-09 22:33:25,19,3.0
VA-2024-006,Gare Ferroviaire,Aéroport Monastir,2025-12-09 11:59:25,27,4.21
VA-2024-006,Sousse Nord,Zone Industrielle,2025-12-10 21:52:25,22,1.79
VA-2024-006,Quartier Khezama,Corniche,2025-12-10 08:58:25,13,2.17
VA-2024-006,Quartier Khezama,Port de Sousse,2025-12-10 10:43:25,25,0.83
VA-2024-006,Gare Ferroviaire,Quartier Khezama,2025-12-10 09:10:25,13,1.73
VA-2024-006,Place Farhat Hached,Gare Ferroviaire,2025-12-10 20:36:25,17,0.76
VA-2024-006,Centre Ville,Zone Industrielle,2025-12-10 09:18:25,17,3.7
VA-2024-006,Port de Sousse,Hôpital Universitaire,2025-12-10 09:06:25,15,2.27
VA-2024-006,Gare Ferroviaire,Centre Ville,2025-12-10 11:42:25,39,3.85
VA-2024-006,Campus Universitaire,Hôpital Universitaire,2025-12-10 17:59:25,48,1.37
VA-2024-006,Sousse Sud,Sousse Nord,2025-12-10 13:17:25,19,3.61
VA-2024-006,Zone Industrielle,Quartier Khezama,2025-12-11 22:08:25,29,2.79
VA-2024-006,Gare Ferroviaire,Palais des Congrès,2025-12-11 13:10:25,45,3.25
VA-2024-006,Hôpital Universitaire,Médina,2025-12-11 14:48:25,10,3.11
VA-2024-006,Centre Ville,Stade Olympique,2025-12-11 07:15:25,17,3.08
VA-2024-006,Port de Sousse,Hôpital Universitaire,2025-12-11 06:04:25,48,3.22
VA-2024-006,Palais des Congrès,Campus Universitaire,2025-12-11 06:31:25,18,1.9
VA-2024-006,Centre Ville,Gare Ferroviaire,2025-12-11 09:33:25,48,1.23
VA-2024-006,Campus Universitaire,Corniche,2025-12-11 17:08:25,29,2.06
VA-2024-006,Quartier Khezama,Médina,2025-12-11 08:23:25,43,2.14
VA-2024-006,Centre Ville,Place Farhat Hached,2025-12-11 07:39:25,30,0.41
VA-2024-006,Port de Sousse,Médina,2025-12-11 12:49:25,26,1.2
VA-2024-006,Place Farhat Hached,Port de Sousse,2025-12-12 14:41:25,43,2.84
VA-2024-006,Sousse Nord,Place Farhat Hached,2025-12-12 20:14:25,39,4.09
VA-2024-006,Gare Ferroviaire,Centre Ville,2025-12-12 18:44:25,38,0.61
VA-2024-006,Centre Ville,Sousse Sud,2025-12-12 08:55:25,38,2.82
VA-2024-006,Campus Universitaire,Gare Ferroviaire,2025-12-12 16:11:25,33,2.79
VA-2024-006,Centre Ville,Corniche,2025-12-12 10:32:25,50,1.13
VA-2024-006,Port de Sousse,Quartier Khezama,2025-12-12 07:10:25,32,1.63
VA-2024-006,Centre Ville,Gare Ferroviaire,2025-12-12 14:19:25,18,2.91
VA-2024-006,Hôpital Universitaire,Aéroport Monastir,2025-12-12 18:55:25,29,0.68
VA-2024-006,Aéroport Monastir,Port de Sousse,2025-12-13 11:58:25,12,2.2
VA-2024-006,Sousse Nord,Sousse Sud,2025-12-13 20:17:25,46,0.53
VA-2024-006,Port de Sousse,Médina,2025-12-13 07:35:25,24,0.77
VA-2024-006,Centre Ville,Quartier Khezama,2025-12-13 17:11:25,15,0.75
VA-2024-006,Stade Olympique,Gare Ferroviaire,2025-12-13 08:15:25,48,2.11
VA-2024-007,Corniche,Hôpital Universitaire,2025-11-13 18:22:25,33,1.39
VA-2024-007,Sousse Sud,Corniche,2025-11-13 07:53:25,22,2.98
VA-2024-007,Hôpital Universitaire,Place Farhat Hached,2025-11-13 16:07:25,37,1.68
VA-2024-007,Port de Sousse,Palais des Congrès,2025-11-13 06:00:25,28,1.57
VA-2024-007,Quartier Khezama,Place Farhat Hached,2025-11-13 07:06:25,43,3.37
VA-2024-007,Palais des Congrès,Hôpital Universitaire,2025-11-13 07:12:25,23,2.55
VA-2024-007,Centre Ville,Place Farhat Hached,2025-11-13 07:00:25,15,2.87
VA-2024-007,Médina,Centre Ville,2025-11-13 22:17:25,44,1.11
VA-2024-007,Campus Universitaire,Quartier Khezama,2025-11-14 07:49:25,36,0.45
VA-2024-007,Sousse Nord,Sousse Sud,2025-11-14 07:37:25,20,0.57
VA-2024-007,Sousse Nord,Zone Industrielle,2025-11-14 19:34:25,23,3.27
VA-2024-007,Quartier Khezama,Médina,2025-11-14 12:09:25,31,1.6
VA-2024-007,Centre Ville,Sousse Nord,2025-11-14 10:06:25,46,1.09
VA-2024-007,Gare Ferroviaire,Campus Universitaire,2025-11-14 09:28:25,15,2.68
VA-2024-007,Médina,Gare Ferroviaire,2025-11-14 09:25:25,44,2.32
VA-2024-007,Aéroport Monastir,Port de Sousse,2025-11-14 06:37:25,43,0.91
VA-2024-007,Palais des Congrès,Place Farhat Hached,2025-11-14 22:56:25,32,1.54
VA-2024-007,Médina,Centre Ville,2025-11-15 17:21:25,45,1.39
VA-2024-007,Centre Ville,Campus Universitaire,2025-11-15 12:55:25,30,1.18
VA-2024-007,Campus Universitaire,Quartier Khezama,2025-11-15 08:54:25,13,3.72
VA-2024-007,Gare Ferroviaire,Médina,2025-11-15 11:21:25,11,1.35
VA-2024-007,Centre Ville,Port de Sousse,2025-11-15 09:50:25,17,2.47
VA-2024-007,Sousse Sud,Stade Olympique,2025-11-15 08:42:25,38,1.62
VA-2024-007,Aéroport Monastir,Médina,2025-11-15 06:45:25,32,2.62
VA-2024-007,Palais des Congrès,Stade Olympique,2025-11-15 07:21:25,50,4.22
VA-2024-007,Sousse Sud,Corniche,2025-11-16 06:11:25,30,1.48
VA-2024-007,Hôpital Universitaire,Stade Olympique,2025-11-16 18:09:25,16,3.37
VA-2024-007,Palais des Congrès,Port de Sousse,2025-11-16 12:07:25,18,2.51
VA-2024-007,Port de Sousse,Gare Ferroviaire,2025-11-16 22:30:25,20,1.45
VA-2024-007,Aéroport Monastir,Sousse Nord,2025-11-16 08:46:25,26,2.38
VA-2024-007,Campus Universitaire,Aéroport Monastir,2025-11-16 06:34:25,16,1.79
VA-2024-007,Palais des Congrès,Gare Ferroviaire,2025-11-16 12:22:25,14,1.3
VA-2024-007,Corniche,Sousse Nord,2025-11-16 12:48:25,13,3.71
VA-2024-007,Port de Sousse,Hôpital Universitaire,2025-11-17 21:20:25,27,1.91
VA-2024-007,Aéroport Monastir,Place Farhat Hached,2025-11-17 14:20:25,47,0.82
VA-2024-007,Palais des Congrès,Centre Ville,2025-11-17 14:48:25,36,0.77
VA-2024-007,Centre Ville,Hôpital Universitaire,2025-11-17 20:17:25,30,1.27
VA-2024-007,Médina,Sousse Sud,2025-11-17 06:41:25,26,0.75
VA-2024-007,Médina,Gare Ferroviaire,2025-11-17 21:49:25,16,3.34
VA-2024-007,Centre Ville,Quartier Khezama,2025-11-18 16:42:25,16,0.82
VA-2024-007,Stade Olympique,Campus Universitaire,2025-11-18 18:18:25,19,1.91
VA-2024-007,Centre Ville,Sousse Nord,2025-11-18 21:50:25,48,0.65
VA-2024-007,Médina,Zone Industrielle,2025-11-18 10:23:25,44,1.72
VA-2024-007,Corniche,Palais des Congrès,2025-11-18 06:18:25,23,3.74
VA-2024-007,Zone Industrielle,Gare Ferroviaire,2025-11-18 14:39:25,29,3.77
VA-2024-007,Sousse Nord,Stade Olympique,2025-11-18 08:52:25,35,3.65
VA-2024-007,Médina,Campus Universitaire,2025-11-19 09:06:25,11,1.18
VA-2024-007,Zone Industrielle,Centre Ville,2025-11-19 15:05:25,28,2.22
VA-2024-007,Sousse Sud,Quartier Khezama,2025-11-19 15:17:25,11,1.0
VA-2024-007,Hôpital Universitaire,Sousse Nord,2025-11-19 22:02:25,36,2.81
VA-2024-007,Port de Sousse,Quartier Khezama,2025-11-19 18:52:25,19,4.32
VA-2024-007,Sousse Sud,Centre Ville,2025-11-19 20:03:25,36,0.96
VA-2024-007,Port de Sousse,Gare Ferroviaire,2025-11-19 11:06:25,31,1.77
VA-2024-007,Hôpital Universitaire,Campus Universitaire,2025-11-19 07:50:25,47,3.34
VA-2024-007,Sousse Nord,Hôpital Universitaire,2025-11-19 09:34:25,28,1.26
VA-2024-007,Sousse Nord,Zone Industrielle,2025-11-19 21:31:25,19,1.32
VA-2024-007,Place Farhat Hached,Médina,2025-11-19 17:46:25,10,0.58
VA-2024-007,Centre Ville,Place Farhat Hached,2025-11-20 19:33:25,49,2.8
VA-2024-007,Corniche,Palais des Congrès,2025-11-20 07:27:25,29,1.02
VA-2024-007,Hôpital Universitaire,Palais des Congrès,2025-11-20 06:37:25,14,0.48
VA-2024-007,Place Farhat Hached,Zone Industrielle,2025-11-20 09:58:25,25,2.09
VA-2024-007,Hôpital Universitaire,Aéroport Monastir,2025-11-20 17:13:25,36,2.84
VA-2024-007,Gare Ferroviaire,Aéroport Monastir,2025-11-20 17:57:25,23,2.29
VA-2024-007,Sousse Sud,Palais des Congrès,2025-11-20 12:34:25,49,0.71
VA-2024-007,Aéroport Monastir,Sousse Nord,2025-11-20 20:43:25,20,2.43
